Set	Size	Count	z-score	Adj. z-score	Adj. p-value	Adj. q-value	List of genes
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	17	16	0.267349	0.00445605	0.498222	0.860665	PIGO(1.72076); SEMA6D(0.74001); PIGN(0.369359); PIGV(-0.178164); PIGW(-1.16173); DPM2(-1.30391); PIGX(-1.36403); PIGQ(-1.36403); PIGC(-1.3987); PIGB(-1.40608); PIGH(-1.40711); PIGL(-1.41056); PIGP(-1.41393); PIGG(-1.41493); PIGM(-1.42863); PIGF(-1.44307); 
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	43	40	0.248619	-0.0216607	0.508641	0.862959	STAT5A(1.71981); IL2(1.66625); PRKACB(1.64951); PIK3R3(1.03799); PIK3CA(1.00295); IL5(0.985425); HCK(0.967836); PIK3CD(0.922132); LYN(0.304559); RAPGEF1(0.289397); HRAS(-1.13887); PTPN6(-1.19667); SHC1(-1.21163); INPPL1(-1.22623); STAT5B(-1.22623); PIK3R2(-1.22623); JAK3(-1.35796); CRK(-1.36921); CRKL(-1.38563); IL3(-1.39431); YWHAZ(-1.39431); CSF2(-1.39663); CBL(-1.40893); PIK3CB(-1.41301); IL2RB(-1.46056); YES1(-1.4683); GRB2(-1.48062); VAV1(-1.50275); IL5RA(-1.55126); CSF2RB(-1.56646); IL2RA(-1.60217); PIK3R1(-1.6468); JAK2(-1.66091); SOS1(-1.69146); BLNK(-1.6955); GAB2(-1.81816); JAK1(-1.84577); TEC(-1.85257); SYK(-2.07058); FYN(-2.14604); 
PID_HEDGEHOG_GLI_PATHWAY	48	47	-0.131547	-0.0248482	0.509912	0.863933	SUFU(1.84805); GNAO1(1.7357); SSPO(1.57921); CSNK1G1(1.55055); MTSS1(1.17859); GNAI3(0.943535); CSNK1A1(0.863011); GNG2(0.379503); GSK3B(0.303311); GLI3(-0.0204843); HDAC1(-0.874211); CSNK1D(-1.09373); PRKACA(-1.13887); GNAI2(-1.21163); AKT1(-1.22623); SMO(-1.26745); SHH(-1.28019); SIN3A(-1.29236); PTCH1(-1.30391); GLI1(-1.3148); CSNK1E(-1.325); SAP30(-1.33446); LGALS3(-1.33446); ARRB2(-1.33446); IFT172(-1.34313); XPO1(-1.36921); RAB23(-1.3739); RBBP4(-1.38883); SIN3B(-1.38883); STK36(-1.39172); PRKCD(-1.39431); FOXA2(-1.3987); CREBBP(-1.3987); GNB1(-1.40217); SPOP(-1.40492); CSNK1G2(-1.40608); SAP18(-1.41135); HDAC2(-1.41727); PIAS1(-1.42197); KIF3A(-1.434); GNAZ(-1.434); MAP2K1(-1.55126); CSNK1G3(-1.6123); FBXW11(-1.6273); GNAI1(-1.66549); IFT88(-1.79354); GLI2(-1.97083); 
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	15	14	-0.436691	-0.0248372	0.509908	0.863933	NGF(1.47966); PSENEN(0.868552); NCSTN(0.783459); UBA52(-1.22623); APH1A(-1.24043); SQSTM1(-1.35796); RPS27A(-1.35796); PSEN2(-1.38883); TRAF6(-1.40054); NGFR(-1.40608); APH1B(-1.40711); PSEN1(-1.45323); ITGB3BP(-1.54124); MAPK8(-1.60217); 
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	26	24	-0.276713	-0.0297142	0.511853	0.864878	MTMR4(1.77953); SMURF1(1.5246); SMAD7(0.923316); SMURF2(0.875163); TGFBR2(0.309813); STRAP(-1.15185); PPP1CA(-1.17098); FURIN(-1.22623); TGFB1(-1.22623); UBA52(-1.22623); STUB1(-1.22623); UCHL5(-1.26745); PPP1CC(-1.35796); RPS27A(-1.35796); XPO1(-1.36921); SMAD4(-1.38209); PPP1R15A(-1.39172); PPP1CB(-1.40608); TGFBR1(-1.45323); ZFYVE9(-1.48925); SMAD2(-1.54124); FKBP1A(-1.58177); PMEPA1(-1.6123); SMAD3(-1.95957); 
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	188	172	-0.682328	-0.0337534	0.513463	0.866426	GPER(2.94422); CCKAR(2.27281); NPFFR1(2.1036); HCRTR2(1.89854); GRP(1.81129); CCK(1.66695); NPBWR2(1.6186); OPRL1(1.56106); NMB(1.41734); C3AR1(1.38542); MC4R(1.18633); APP(1.10077); GHRL(1.06283); CCL22(1.0579); CX3CL1(1.04971); CCL17(1.03126); C3(1.0188); CCL20(1.01331); CXCL11(1.00182); CXCL10(0.991669); MC3R(0.978036); CCL7(0.93703); CCL11(0.933775); OPRM1(0.86252); GALR1(0.857071); CX3CR1(0.847286); SSTR3(0.805818); SSTR5(0.716976); TRH(0.689796); C5(0.685908); ANXA1(0.59603); RXFP2(0.552167); MC2R(0.541447); NTSR1(0.381478); TACR1(0.288767); HCRT(-0.640114); CXCL3(-1.05664); CCR5(-1.05664); MLNR(-1.09373); RLN3(-1.09373); KISS1R(-1.09373); NPFF(-1.12031); CCRL1(-1.12031); CCR2(-1.13887); AVP(-1.13887); CCR7(-1.15185); CXCL2(-1.16173); C5AR1(-1.16173); INSL3(-1.16173); TAC3(-1.18207); OXT(-1.18207); RXFP4(-1.19667); CCR10(-1.19667); CXCR2(-1.21163); UTS2R(-1.21163); PMCH(-1.22623); CXCL6(-1.24043); GALR3(-1.24043); XCR1(-1.26745); RLN2(-1.26745); MC1R(-1.28019); GAL(-1.28019); F2RL3(-1.28019); CXCR1(-1.29236); CCL5(-1.30391); SAA1(-1.30391); GAST(-1.3148); NPW(-1.3148); F2(-1.325); CCR8(-1.325); CXCR7(-1.325); GALR2(-1.33446); SSTR2(-1.33446); CXCR4(-1.34313); CXCR5(-1.34313); CCR4(-1.34313); HCRTR1(-1.34313); POMC(-1.34313); CXCL16(-1.34313); DARC(-1.35098); KISS1(-1.35796); NPBWR1(-1.36403); PPY(-1.36403); SSTR1(-1.36403); CCL27(-1.36403); NTSR2(-1.3739); PENK(-1.37819); CCR1(-1.37819); CCL19(-1.37819); UTS2(-1.37819); MCHR1(-1.38209); CXCR6(-1.38563); NMUR1(-1.38883); CCL21(-1.38883); RXFP3(-1.39172); NMBR(-1.39431); CXCL5(-1.39431); CCL16(-1.39431); SST(-1.40054); IL8(-1.40054); NPY1R(-1.40217); TAC1(-1.40217); F2RL1(-1.40217); PF4(-1.40217); CXCL1(-1.40217); PRLH(-1.40363); PPBP(-1.40363); SSTR4(-1.40363); NTS(-1.40492); PROKR1(-1.40608); XCL2(-1.40711); GHSR(-1.40806); CCL28(-1.40806); PYY(-1.40806); CXCL9(-1.40893); CCR9(-1.40893); EDN2(-1.40976); INSL5(-1.41056); CCL3(-1.41056); QRFP(-1.41135); APLNR(-1.41135); EDN1(-1.41135); CCL25(-1.41135); FPR2(-1.41216); CCR3(-1.41216); EDN3(-1.41301); MC5R(-1.41301); CCL2(-1.41493); NPY2R(-1.41727); CXCL13(-1.41727); FPR1(-1.41727); CCKBR(-1.41727); NPY5R(-1.41865); PROK1(-1.41865); CCL4(-1.42021); PRLHR(-1.42197); AVPR1A(-1.42197); OPRD1(-1.42197); MCHR2(-1.42395); TACR2(-1.42395); EDNRA(-1.42616); XCL1(-1.42863); HEBP1(-1.42863); CCBP2(-1.42863); MLN(-1.43125); KNG1(-1.44307); TRHR(-1.44634); RXFP1(-1.46438); NMU(-1.48062); OPRK1(-1.48489); NPY(-1.48925); BDKRB1(-1.50275); F2R(-1.50738); PROKR2(-1.51681); NMUR2(-1.52161); AGTR1(-1.52646); PDYN(-1.54124); CXCL12(-1.54623); NPS(-1.56646); OXTR(-1.60724); F2RL2(-1.61733); PNOC(-1.61733); BDKRB2(-1.62233); FPR3(-1.65156); AGT(-1.66549); QRFPR(-1.68734); TACR3(-1.68734); EDNRB(-1.73248); CCR6(-1.74335); NPFFR2(-1.74335); NMS(-1.75058); NPSR1(-2.17587); 
PID_HNF3A_PATHWAY	44	42	-0.0231093	-0.0357052	0.514241	0.866566	KLK3(1.78573); FOS(1.29267); CDKN1B(1.13406); INS(0.977626); FOXA3(0.9037); ESR1(0.540211); NFIB(0.502394); NFIA(0.476984); COL18A1(0.439954); DSCAM(-0.111284); SFTPA1(-0.773884); CEBPB(-1.13887); NR2F2(-1.19667); VTN(-1.19667); JUN(-1.24043); SOD1(-1.25419); SHH(-1.28019); FOXA1(-1.3148); SP1(-1.325); ATP5J(-1.33446); XBP1(-1.36403); GCG(-1.37819); PISD(-1.39663); CYP2C18(-1.3987); FOXA2(-1.3987); CREBBP(-1.3987); C4BPB(-1.40492); SCGB1A1(-1.40492); NFIC(-1.40976); NDUFV3(-1.41056); EP300(-1.41056); BRCA1(-1.41493); NKX3-1(-1.41727); AP1B1(-1.42021); APOB(-1.44634); SFTPD(-1.49368); TFF1(-1.53627); SERPINA1(-1.56646); NRIP1(-1.64199); NCOA3(-1.67883); POU2F1(-1.76857); PRDM15(-1.82512); 
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	81	70	0.994975	-0.0365149	0.514564	0.866566	RASGRF1(2.53082); LINGO1(2.28466); BCL2L11(1.9455); NGF(1.47966); ARHGEF12(1.36956); VAV3(1.11182); FGD3(1.10698); RELA(0.980934); PSENEN(0.868552); NCSTN(0.783459); ABR(0.77262); PREX1(0.711982); SORCS3(0.477767); TIAM1(0.453888); TIAM2(0.417456); RTN4(0.399713); KALRN(0.34984); HDAC1(-0.874211); BAD(-1.18207); MYD88(-1.18207); ARHGEF1(-1.21163); UBA52(-1.22623); APH1A(-1.24043); OMG(-1.24043); ARHGEF2(-1.28019); SMPD2(-1.28019); NFKBIA(-1.33446); CASP2(-1.35098); ARHGEF16(-1.35098); SQSTM1(-1.35796); PRDM4(-1.35796); RPS27A(-1.35796); PLEKHG2(-1.36403); RHOA(-1.38209); PSEN2(-1.38883); HDAC3(-1.39172); MAG(-1.39431); CASP3(-1.39663); ARHGEF17(-1.39663); TRAF6(-1.40054); PRKCI(-1.40608); NGFR(-1.40608); APH1B(-1.40711); IKBKB(-1.40893); RAC1(-1.41393); HDAC2(-1.41727); NET1(-1.41727); AATF(-1.41865); ADAM17(-1.42616); ECT2(-1.42863); RIPK2(-1.4369); PSEN1(-1.45323); YWHAE(-1.48925); VAV1(-1.50275); FGD2(-1.53135); ITGB3BP(-1.54124); MAPK8(-1.60217); ARHGEF4(-1.60724); ARHGEF11(-1.61733); ARHGEF18(-1.62233); SOS2(-1.66549); SOS1(-1.69146); NGEF(-1.76498); OBSCN(-1.79354); ITSN1(-1.89234); FGD4(-2.05698); ARHGEF3(-2.1734); RASGRF2(-2.17909); TRIO(-2.19012); AKAP13(-2.21781); 
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	16	16	0.0674778	-0.039621	0.515802	0.866854	PANK3(1.87817); VNN1(1.33435); PANK1(0.93481); BCAT1(0.228957); BCAT2(-1.28019); COASY(-1.30391); PANK4(-1.3148); PPCS(-1.3987); UPB1(-1.41056); PPCDC(-1.41216); PANK2(-1.41216); VNN2(-1.54623); ENPP3(-1.59199); ENPP1(-1.75418); DPYS(-1.76857); DPYD(-2.24002); 
BIOCARTA_GLEEVEC_PATHWAY	23	23	0.34437	-0.0422992	0.51687	0.866854	STAT5A(1.71981); FOS(1.29267); PIK3CA(1.00295); MAP3K1(0.915015); MAP2K4(0.641192); MAPK3(-1.09373); HRAS(-1.13887); BAD(-1.18207); AKT1(-1.22623); STAT5B(-1.22623); JUN(-1.24043); MYC(-1.38563); CRKL(-1.38563); PIK3CG(-1.45684); STAT1(-1.47232); GRB2(-1.48062); RAF1(-1.51681); MAP2K1(-1.55126); MAPK8(-1.60217); PIK3R1(-1.6468); JAK2(-1.66091); SOS1(-1.69146); BCR(-1.79354); 
BIOCARTA_HER2_PATHWAY	22	22	0.823042	-0.0398342	0.515887	0.866854	STAT3(1.59508); PIK3CA(1.00295); IL6(0.619197); ESR1(0.540211); ERBB4(0.223912); GRIP1(-0.0895724); MAPK3(-1.09373); HRAS(-1.13887); SHC1(-1.21163); ERBB3(-1.22623); CARM1(-1.26745); IL6ST(-1.40806); IL6R(-1.40893); EP300(-1.41056); PIK3CG(-1.45684); GRB2(-1.48062); RAF1(-1.51681); MAP2K1(-1.55126); MAPK1(-1.57666); PIK3R1(-1.6468); SOS1(-1.69146); EGFR(-2.10053); 
PID_EPHB_FWD_PATHWAY	40	39	0.065797	-0.0416433	0.516608	0.866854	EFNB3(1.69214); PTK2(1.44937); TF(1.24213); EPHB3(1.15766); PIK3CA(1.00295); PXN(0.702735); KALRN(0.34984); GRIA1(0.300385); EFNA5(-0.0250498); EPHB1(-0.126513); RRAS(-1.05664); MAPK3(-1.09373); GRB7(-1.12031); HRAS(-1.13887); SHC1(-1.21163); RAP1B(-1.25419); EPHB4(-1.26745); NRAS(-1.35098); CRK(-1.36921); ROCK1(-1.39431); DNM1(-1.40608); SRC(-1.41301); CDC42(-1.41393); RAC1(-1.41393); RASA1(-1.41493); EFNB2(-1.42021); NCK1(-1.45684); SYNJ1(-1.46438); GRB2(-1.48062); KRAS(-1.53627); WASL(-1.54623); MAP2K1(-1.55126); MAPK1(-1.57666); PIK3R1(-1.6468); RAP1A(-1.65627); PAK1(-1.6955); MAP4K4(-1.69944); ITSN1(-1.89234); EPHB2(-1.93005); 
PID_P53_DOWNSTREAM_PATHWAY	137	135	0.0807258	-0.044623	0.517796	0.866854	TP53INP1(3.28437); E2F3(2.45492); TP53(1.84575); CDKN1A(1.73696); C12orf5(1.65295); ZNF385A(1.61381); LIF(1.32821); ATF3(1.25532); KAT2A(1.13406); IGFBP3(1.13405); JMY(1.11672); CX3CL1(1.04971); TFDP1(1.02287); VDR(1.00246); DDX5(0.998563); BAX(0.929493); MET(0.915634); DROSHA(0.905886); NDRG1(0.899789); FDXR(0.794186); BID(0.775823); NFYA(0.73271); SESN1(0.550676); MMP2(0.540257); HTT(0.524257); SCN3B(0.45557); COL18A1(0.439954); VCAN(0.265614); BCL2(0.167984); PCBP4(-0.457193); S100A2(-0.874211); PYCARD(-0.949317); BBC3(-1.00775); E2F1(-1.12031); SFN(-1.12031); PLK3(-1.16173); GPX1(-1.17098); PIDD(-1.17098); TRIAP1(-1.18207); PPM1J(-1.18207); DDIT4(-1.18207); PRMT1(-1.21163); MCL1(-1.24043); JUN(-1.24043); BCL2L2(-1.24043); IRF5(-1.25419); CARM1(-1.26745); DKK1(-1.28019); DUSP5(-1.30391); TAF9(-1.30391); HIC1(-1.30391); PRKAB1(-1.3148); FOXA1(-1.3148); TNFRSF10D(-1.3148); SP1(-1.325); GDF15(-1.325); BCL2A1(-1.33446); E2F2(-1.33446); POU4F1(-1.34313); CTSD(-1.34313); BTG2(-1.35098); CCNG1(-1.35098); PCNA(-1.35098); CCNB1(-1.35796); SNAI2(-1.35796); TP53I3(-1.35796); CASP6(-1.36403); TSC2(-1.36921); MDM2(-1.3739); NFYB(-1.38563); POU4F2(-1.39172); SERPINE1(-1.39172); DUSP1(-1.39431); RPS27L(-1.39431); PMAIP1(-1.39431); DDB2(-1.39431); CCNK(-1.39663); PMS2(-1.39663); TNFRSF10C(-1.3987); CREBBP(-1.3987); ARID3A(-1.3987); AFP(-1.40054); CASP10(-1.40217); RCHY1(-1.40492); PML(-1.40492); NLRC4(-1.40492); PTEN(-1.40608); TNFRSF10B(-1.40711); TADA2B(-1.40711); GADD45A(-1.40893); BNIP3L(-1.40893); EDN2(-1.40976); BAK1(-1.40976); EPHA2(-1.40976); TP73(-1.40976); SPP1(-1.41056); EP300(-1.41056); MLH1(-1.41216); BCL6(-1.41301); TNFRSF10A(-1.41301); HDAC2(-1.41727); CSE1L(-1.41727); CEBPZ(-1.41865); PERP(-1.42021); BCL2L1(-1.42197); SMARCA4(-1.42395); APAF1(-1.43125); DGCR8(-1.43125); RRM2B(-1.434); MSH2(-1.4369); AIFM2(-1.43992); PRDM1(-1.44307); CASP1(-1.44972); PPP1R13B(-1.46056); TP53BP2(-1.4683); TYRP1(-1.47232); TRRAP(-1.51207); STEAP3(-1.54124); CAV1(-1.54623); RB1(-1.56137); CD82(-1.59708); HGF(-1.60217); BDKRB2(-1.62233); FAS(-1.62233); BCL2L14(-1.6468); NFYC(-1.65627); MAP4K4(-1.69944); SERPINB5(-1.70329); APC(-1.73611); TGFA(-1.88258); RNF144B(-1.93005); RFWD2(-2.00995); EGFR(-2.10053); TP63(-2.18757); TAP1(-2.19811); 
PID_CMYB_PATHWAY	84	83	-0.249393	-0.0463487	0.518484	0.866854	CDKN2A(3.29108); CDK6(2.03404); CDKN1A(1.73696); MYOD1(1.58215); GSTM1(1.55545); WNT1(1.23623); MPO(1.21323); CDKN1B(1.13406); PTCRA(1.13116); CCND1(1.05514); CBX4(1.01224); SKI(1.00414); COPA(0.779027); PPP3CA(0.741545); MAD1L1(0.499618); MAP3K7(0.341001); BCL2(0.167984); ZFHX3(0.128863); CEBPD(-0.949317); PPID(-1.05664); H2AFZ(-1.09373); TRIM28(-1.13887); MCM4(-1.13887); CEBPB(-1.13887); HRAS(-1.13887); ELANE(-1.16173); PRTN3(-1.18207); PIM1(-1.19667); PIAS3(-1.21163); BIRC3(-1.22623); HES1(-1.24043); SIN3A(-1.29236); NLK(-1.30391); ADORA2B(-1.30391); CEBPA(-1.3148); SP1(-1.325); MAT2A(-1.33446); NRAS(-1.35098); CCNB1(-1.35796); CCNA1(-1.35796); CASP6(-1.36403); SLC25A3(-1.36403); PTGS2(-1.38563); MYC(-1.38563); CLTA(-1.39663); TAB1(-1.3987); CREBBP(-1.3987); UBE2I(-1.3987); ZFPM1(-1.40363); HSPA8(-1.40492); MYF6(-1.40608); SPI1(-1.40608); ADA(-1.40976); EP300(-1.41056); RAG2(-1.41727); CA1(-1.41865); MAF(-1.42021); LYZ(-1.42616); GATA3(-1.42616); LECT2(-1.43125); ANPEP(-1.434); ETS2(-1.44634); CD4(-1.44634); MYB(-1.44972); CD34(-1.45323); YEATS4(-1.47642); ATP2B1(-1.49818); NCOR1(-1.52161); TOM1(-1.53135); KRAS(-1.53627); LEF1(-1.54623); KITLG(-1.58688); TFEC(-1.6123); KIT(-1.67446); COL1A2(-1.68313); IQGAP1(-1.75058); CSF1R(-1.77216); HIPK2(-1.77931); ETS1(-1.81467); TAB2(-1.83204); SND1(-2.09552); PAX5(-2.13106); SMARCA2(-2.16856); 
REACTOME_REGULATORY_RNA_PATHWAYS	26	21	-0.316528	-0.0600589	0.523946	0.866854	TNRC6C(1.46026); POLR2L(1.19844); DROSHA(0.905886); TNRC6B(0.273301); POLR2J(-1.12031); TARBP2(-1.12031); POLR2F(-1.12031); POLR2G(-1.15185); POLR2I(-1.18207); RAN(-1.22623); POLR2H(-1.28019); XPO5(-1.30391); POLR2D(-1.325); POLR2E(-1.37819); POLR2K(-1.3987); POLR2C(-1.40054); POLR2A(-1.40711); DICER1(-1.42616); DGCR8(-1.43125); TNRC6A(-1.50738); POLR2B(-1.58177); 
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	16	14	-0.523839	-0.04754	0.518959	0.866854	CHRNA5(1.07882); CHRNA3(1.0636); CHRNB4(0.824228); CHRNE(-1.21163); CHRNA4(-1.30391); CHRNB2(-1.3148); CHRND(-1.325); CHRNA6(-1.34313); CHRNG(-1.36921); CHRNB3(-1.3987); CHRNA1(-1.40492); CHRNA9(-1.49368); CHRNA2(-1.50738); CHRNA7(-1.63714); 
REACTOME_POL_SWITCHING	13	12	-0.0879291	-0.0485834	0.519374	0.866854	RFC5(1.0131); POLD2(0.811773); POLD3(0.783214); RFC2(-1.13887); POLD4(-1.15185); PRIM1(-1.26745); POLA2(-1.34313); PCNA(-1.35098); POLD1(-1.36921); RFC4(-1.38209); RFC3(-2.03513); PRIM2(-2.16624); 
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	11	10	0.731203	-0.0447721	0.517856	0.866854	GRIK3(1.40315); GRIK2(0.793042); GRIK4(0.185357); GRIK5(-1.15185); CALM3(-1.16173); CALM1(-1.40711); CALM2(-1.41056); DLG1(-1.65627); GRIK1(-2.20436); NCALD(-2.22186); 
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	27	27	-1.03821	-0.0491975	0.519619	0.866854	NUP54(1.94218); NUP133(1.53839); RAE1(1.07541); NUP50(0.83472); NUP210(0.45324); POM121(-0.178164); NUP43(-1.22623); RAN(-1.22623); AAAS(-1.22623); NUP155(-1.30391); NUP85(-1.325); NUP37(-1.36403); XPO1(-1.36921); NUPL1(-1.36921); RANBP2(-1.37819); NUP62(-1.37819); SEH1L(-1.40363); NUP107(-1.40492); NUP188(-1.40806); NUP214(-1.42395); TPR(-1.434); NUP205(-1.45323); NUPL2(-1.46438); NUP153(-1.4683); NUP88(-1.47642); NUP93(-1.57156); NUP35(-1.69944); 
REACTOME_UNWINDING_OF_DNA	11	11	0.278829	-0.043382	0.517301	0.866854	MCM3(1.3196); GINS4(1.22109); MCM2(-1.13887); MCM4(-1.13887); MCM7(-1.325); MCM6(-1.41135); GINS1(-1.41301); GINS2(-1.41493); MCM5(-1.44307); CDC45(-1.46438); MCM8(-1.49368); 
REACTOME_NOD1_2_SIGNALING_PATHWAY	30	27	0.10772	-0.042277	0.516861	0.866854	CHUK(3.17987); CARD9(2.39096); TMEM189-UBE2V1(1.12368); MAP2K6(0.344964); MAP3K7(0.341001); MAPK11(-1.15185); BIRC3(-1.22623); MAPK12(-1.25419); UBE2N(-1.33446); MAPK13(-1.33446); CASP2(-1.35098); TNFAIP3(-1.35098); BIRC2(-1.38209); TAB1(-1.3987); CASP4(-1.40054); TRAF6(-1.40054); IKBKB(-1.40893); NOD2(-1.41056); RIPK2(-1.4369); CASP8(-1.44634); CASP1(-1.44972); CYLD(-1.46056); IRAK2(-1.46438); CASP9(-1.51207); NOD1(-1.51681); MAPK14(-1.52646); TAB2(-1.83204); 
BIOCARTA_BARR_MAPK_PATHWAY	12	12	0.421662	-0.0629867	0.525111	0.867303	ARRB1(1.90797); ADCY1(0.469184); PLCB1(-0.233191); MAPK3(-1.09373); MAP2K2(-1.3987); GNB1(-1.40217); DNM1(-1.40608); GNAS(-1.41865); GNGT1(-1.43125); RAF1(-1.51681); MAP2K1(-1.55126); MAPK1(-1.57666); 
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	48	43	-0.521727	-0.0667229	0.526599	0.868609	LSM2(1.93925); EIF4A3(1.67356); EXOSC7(1.44581); DIS3(1.02045); EXOSC2(1.01801); EXOSC3(1.00131); CNOT6(0.907147); DCP2(0.580371); EXOSC6(-0.640114); EDC4(-1.13887); EXOSC4(-1.16173); EDC3(-1.17098); LSM1(-1.19667); PAIP1(-1.24043); PATL1(-1.25419); EIF4G1(-1.26745); CNOT8(-1.30391); EXOSC1(-1.30391); EIF4A1(-1.325); EXOSC5(-1.34313); LSM4(-1.34313); DCP1A(-1.36403); EXOSC8(-1.36403); EIF4A2(-1.36921); RQCD1(-1.37819); PABPC1(-1.38209); TNKS1BP1(-1.38209); CNOT3(-1.38209); EXOSC9(-1.3987); CNOT10(-1.3987); XRN1(-1.40363); DDX6(-1.40363); CNOT7(-1.40893); LSM5(-1.40976); LSM6(-1.41393); LSM3(-1.41603); EIF4E(-1.42197); PARN(-1.42197); EIF4B(-1.42616); DCPS(-1.42863); DCP1B(-1.51681); CNOT4(-1.71432); CNOT2(-1.88258); 
PID_MAPK_TRK_PATHWAY	34	33	0.67644	-0.0783337	0.531219	0.871359	RPS6KA5(2.02731); BRAF(1.61395); NTF3(1.36197); FOS(1.29267); RPS6KA1(0.726121); MAP2K6(0.344964); RIT2(0.101678); RUSC1(-1.09373); MAPK3(-1.09373); HRAS(-1.13887); MAPK7(-1.15185); CDK5R1(-1.21163); EGR1(-1.24043); CDK5(-1.25419); RAP1B(-1.25419); RIT1(-1.28019); SRF(-1.28019); NRAS(-1.35098); PRKCD(-1.39431); MAP2K3(-1.39431); MAP3K2(-1.40217); CREB1(-1.41056); MAPKAPK2(-1.44307); TRPV1(-1.46438); RAF1(-1.51681); MAPK14(-1.52646); KRAS(-1.53627); MAP2K1(-1.55126); EHD4(-1.57666); MAPK1(-1.57666); RAP1A(-1.65627); MEF2C(-1.73611); MAP2K5(-2.06057); 
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	18	16	0.201735	-0.0726671	0.528964	0.871359	UBE2D3(3.28437); EGLN2(1.89315); RBX1(-1.05664); TCEB2(-1.16173); UBA52(-1.22623); UBE2D2(-1.30391); VHL(-1.3148); RPS27A(-1.35796); HIF1A(-1.41056); TCEB1(-1.41301); UBE2D1(-1.41603); HIF3A(-1.42616); EGLN1(-1.45684); CUL2(-1.47642); EGLN3(-1.50275); EPAS1(-1.85595); 
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	15	15	0.00256877	-0.0738379	0.52943	0.871359	SLC1A7(1.365); UNC13B(0.58676); SNAP25(0.471211); RIMS1(0.287752); VAMP2(-1.19667); GLS2(-1.22623); RAB3A(-1.22623); STX1A(-1.28019); SLC17A7(-1.34313); SLC38A2(-1.34313); STXBP1(-1.35796); GLS(-1.47232); SLC1A6(-1.48062); SLC1A1(-1.8891); SYT1(-2.22375); 
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	10	10	-0.502793	-0.0762238	0.530379	0.871359	ORC4(1.37068); CDK1(0.678244); ORC6(-0.949317); CDC25A(-1.26745); ORC1(-1.30391); ORC2(-1.35098); CCNB1(-1.35796); ORC3(-1.47642); MCM8(-1.49368); ORC5(-1.78999); 
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	27	25	0.605451	-0.0795479	0.531702	0.871359	RASGRF1(2.53082); BRAF(1.61395); RPS6KA2(1.00827); GRIN2A(0.990344); RPS6KA1(0.726121); PDPK1(-0.178164); GRIN1(-1.00775); RRAS(-1.05664); HRAS(-1.13887); CALM3(-1.16173); GRIN2C(-1.34313); GRIN2D(-1.36403); CALM1(-1.40711); CREB1(-1.41056); CALM2(-1.41056); CAMK2B(-1.42197); NEFL(-1.434); AKAP9(-1.51207); RAF1(-1.51681); MAPK1(-1.57666); CAMK2A(-1.74335); ACTN2(-1.76498); CAMK2D(-2.13389); RASGRF2(-2.17909); GRIN2B(-2.23628); 
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	14	12	0.493742	-0.082851	0.533015	0.871359	GIP(2.74581); GATA4(0.478753); SPCS1(-1.16173); FFAR1(-1.34313); ISL1(-1.36403); PAX6(-1.36921); SEC11A(-1.37819); SPCS2(-1.38883); DPP4(-1.434); SPCS3(-1.46056); PCSK1(-1.48489); SEC11C(-1.56646); 
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	27	27	-1.1519	-0.0748299	0.529825	0.871359	NUP54(1.94218); NUP133(1.53839); RAE1(1.07541); NUP50(0.83472); NUP210(0.45324); POM121(-0.178164); NUP43(-1.22623); AAAS(-1.22623); KPNB1(-1.30391); NUP155(-1.30391); NUP85(-1.325); NUP37(-1.36403); NUPL1(-1.36921); RANBP2(-1.37819); NUP62(-1.37819); SEH1L(-1.40363); NUP107(-1.40492); NUP188(-1.40806); NUP214(-1.42395); TPR(-1.434); KPNA1(-1.4369); NUP205(-1.45323); NUPL2(-1.46438); NUP153(-1.4683); NUP88(-1.47642); NUP93(-1.57156); NUP35(-1.69944); 
